,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,good
2451,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
2452,6.3816023919068865,0.34110385648558683,0.3328427304508503,1.4394658693643714,0.028678931738728743,41.32106826127126,102.96320478381377,0.989204949556578,3.275151330266072,0.49862907819659885,12.603679521618622,1
2453,5.280193154424052,0.4316505704646624,0.2146905810239302,1.8866574688369497,0.035466298753477996,32.8665746883695,106.1334253116305,0.9878922980096828,3.21533701246522,0.7833011409293247,13.759834439065099,1
2454,6.694838943810079,0.28129026404748025,0.3194838943810079,3.0206442247596836,0.038273121011117586,33.025805280949605,87.6752684269832,0.9901241288449519,3.253247315730168,0.5455697910156324,12.56494631460336,1
2455,6.610932535140533,0.27781349297189345,0.37045017525657464,2.3324757591477647,0.032456591705711704,12.543408294288296,72.5434082942883,0.9900135692174252,2.968488755856755,0.6169453270861275,12.006430782574787,1
2456,6.340180049966366,0.2679459850100899,0.3111737228513772,2.188262771486228,0.0274311435709481,19.65688564290519,103.97065692871557,0.9908092997578278,3.3416705592938825,0.6459819950033633,11.89119707861467,1
2457,7.074066589279246,0.15675832365990572,0.33064833526801884,6.929667053603771,0.04907858207578774,40.064833526801884,113.0,0.9951385860529202,3.275049196654292,0.4561099883918869,9.720824912939152,1
2458,7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,3.3,0.59,12.6,1
2459,6.492017225138611,0.24731699252178174,0.33702881750198016,8.038357075574245,0.04443458100237618,31.40576350039603,111.0,0.9942736800276841,3.270798277486139,0.5518847299920794,10.747449487668314,1
2460,8.569083698480942,0.1754934549891496,0.37282982971788925,1.5901309002170083,0.035592145986979504,39.0,129.09869099782992,0.9936978349880686,3.1887159853580638,0.4539476399131967,10.205589050976537,1
2461,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,1
2462,6.681747360550699,0.2992668363992572,0.32656789217897736,10.237284312840906,0.026613105204130245,9.978157993116255,76.79563159862325,0.9932725111043791,3.1197815799311623,0.5397815799311626,12.738689479586975,1
2463,6.722854858245612,0.3145709716491224,0.3191419432982448,4.6143142719298496,0.03294266295087702,20.5713714561403,151.68564574736837,0.9924548716501403,3.3417161134035105,0.7880031984561431,11.897153137894746,1
2464,6.948191605150777,0.2925317527889123,0.30662755536430075,8.889149630904662,0.03269892343341454,37.0,123.5542518454767,0.9919277029150253,3.0289149630904664,0.3296383210301554,12.448191605150777,1
2465,6.648684626884433,0.3732234552135618,0.312697305967335,1.6634865298366752,0.036095404104899746,39.85198097047758,84.60855783605541,0.9911547385075377,3.5656576865577834,0.48,12.456576865577834,1
2466,7.159556290578971,0.2652606261066992,0.3693049970488021,7.0439187241770185,0.03994787477866016,30.52606261066992,153.0347501475599,0.994854343768445,3.2720850088535935,0.6101737507377994,10.454343768444986,1
2467,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,1
2468,6.842138119426723,0.28257900891724286,0.332641435828017,2.1050331640129376,0.042943425668793216,34.15723761146553,102.15723761146553,0.9919638314482478,3.2505033164012938,0.4937104955413786,11.494342566879322,1
2469,6.417729578492181,0.16139455426458155,0.49063774709530844,1.1,0.07910373740426876,62.215136143385465,145.21513614338545,0.9914605611337468,3.1260756807169274,0.5904974636586011,10.454379336216189,1
2470,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,1
2471,6.829064388289978,0.3163941654237952,0.30465030212639654,7.930245468104053,0.028988189201859263,32.76748489368018,122.0,0.9916899907478587,3.1334877265947974,0.6148865180892114,12.6,1
2472,5.804602850934048,0.3279047469661868,0.40976186741546705,2.1511107625443593,0.03427936707117509,17.069841767793772,95.06984176779378,0.9897827617105603,3.3460636065925677,0.4846507911610311,12.581428795507197,1
2473,6.9,0.15,0.29,2.3,0.033,14.0,82.0,0.99132,3.1,0.58,11.2,1
2474,7.227936751521838,0.3648782622209964,0.1658308258623748,2.0558735030436757,0.028906877494927208,27.046561252536396,87.0,0.9903744980040582,3.287428461815173,0.5774284618151729,12.539470371702684,1
2475,7.431508436487984,0.19157542182439924,0.3,13.020559055415891,0.05347262654731977,49.20893982097965,212.07877109121995,0.998663016872976,3.14,0.48527373452680234,9.068491563512016,1
2476,6.345611312009392,0.2667200491826496,0.25688019673059814,10.46559901634701,0.038704034427854674,25.01601475479486,113.01601475479487,0.9931499230001416,3.1777579343287194,0.4412811803835889,11.5,1
2477,5.944870358895114,0.39102592822097726,0.31831736154143325,6.044870358895114,0.03422435179447557,50.22435179447557,127.0,0.9920673055383427,3.499904169248599,0.5732694461657329,12.449520846242997,1
2478,7.008451328541096,0.1586761062832876,0.32554955798726004,4.898876111289038,0.030735221256657525,14.21690265708219,107.65070797124658,0.9935415778768371,3.231323893716713,0.4426477874334248,10.530141594249315,1
2479,5.857235318339254,0.3015765093428064,0.3085529363321492,1.542764681660746,0.038131761799289524,36.28294044982238,95.0,0.989688941273357,3.30440591384103,0.7225057903108348,12.171058726642984,1
2480,7.438576333926353,0.38533868800278287,0.2566360514774139,11.247531575649754,0.03290126302599016,42.18828939124385,166.52468424350246,0.9955486223164837,3.1889207846921437,0.4323765787824877,10.943513182626845,1
2481,6.44951248097907,0.2982520801631784,0.26,1.8165041603263568,0.03591260400815892,59.25243759510465,136.33008320652712,0.9897174791983682,3.079321047689961,0.6119429274451936,12.074756240489535,1
2482,6.746401394271758,0.31007609603907826,0.30352250968916394,3.3719721145648447,0.034320069713587885,18.53598605728242,100.39204182815273,0.9911476299768428,3.366723206825043,0.4789584663010665,12.150380480195391,1
2483,6.600054089777944,0.17663060681470383,0.39330448545176305,7.8005408977794435,0.0413342348296324,41.33315303407352,112.33369393185296,0.9947641104231432,3.3400432718223554,0.4433098944295575,10.16619788859115,1
2484,7.594065930277967,0.5148076889932212,0.4868846133959327,14.052664868783042,0.034237362788881315,36.94065930277967,155.97032965138985,0.9958580055315329,3.1370329651389834,0.3807417587152541,11.75846151194577,1
2485,6.9481554695203105,0.1864022209931473,0.3171955580137054,1.4,0.03988377568835039,36.28044419862945,136.0793337020558,0.9929070129941087,3.347195558013705,0.5807933370205581,10.667711270890852,1
2486,6.843410076385087,0.21289400509233916,0.26578801018467835,10.383227682985677,0.037421198981532164,61.14470025461696,151.42119898153217,0.9946483049764397,3.0214470025461697,0.56,10.615760203693567,1
2487,6.276913544044147,0.3741183760436829,0.4141183760436829,2.6266811313668295,0.037683297171582926,33.95475673879756,117.0,0.9913417167653772,3.3464270216392684,0.5777843194753414,11.609048652240487,1
2488,6.72745868750444,0.36677347840901015,0.3327458687504441,4.35972390341434,0.02441878272720813,38.66132607954949,112.98397823864848,0.9898045747704612,3.113867392045051,0.48322652159098983,13.004806528405457,1
2489,6.5455403170166075,0.30182430835832913,0.30363513832833416,2.6456751008998483,0.03118108299700051,15.727027665666835,81.09054149850026,0.990664527074925,3.326364861671666,0.5609323717616507,12.054729250749872,1
2490,8.006290767629443,0.1673318786857867,0.46674621041675135,3.5563987115329896,0.05067462104167513,24.509761137817257,190.8156178205076,0.9953466375737158,3.4857266881411166,0.45509761137817256,10.747071658654823,1
2491,6.374338528023709,0.24911380958695978,0.3048677056047419,2.59378398377476,0.03402645887905162,33.115077920355645,139.2566147197629,0.9901095759297944,3.2406216016225238,0.44920623362845136,12.316799567845889,1
2492,5.9,0.3121628731569026,0.30304071828922563,2.0,0.03,38.0,142.0,0.98892,3.4069592817107743,0.41,12.9,1
2493,6.547456958405974,0.20406886655044196,0.2972887374346236,3.081377331008839,0.04688145623910393,21.525430415940264,130.47456958405974,0.9915550900285928,3.2,0.45525430415940266,11.62034433275221,1
2494,6.875987234362539,0.24088153187649536,0.36279617030876166,14.23556042652387,0.03595133618685201,47.45592340617523,133.1519744687251,0.9958990825561354,3.377598723436254,0.47872357437848917,11.72887914695226,1
2495,7.347526166590801,0.1657244181900945,0.29713779090495274,13.449556704183365,0.054807412877063644,32.952296515082544,168.19081393966982,0.9981331264619522,2.9233747076095526,0.44620145303926906,8.747703484917453,1
2496,8.028116811515108,0.2,0.4626843883757411,12.145039304727481,0.04915013101575827,47.00636463878848,212.0718831884849,0.9971162860293336,3.097188318848489,0.46,9.841856985333237,1
2497,7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,1
2498,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,1
2499,5.449077915275912,0.295292276359708,0.17020006788729924,4.043075878656935,0.02962769648537226,37.0,100.15692412134307,0.9906176930910073,3.2976461381798536,0.38196937698802913,11.737230351462774,1
2500,7.1923467922809365,0.2376532077190639,0.38311211305284254,2.376532077190639,0.03307653207719064,29.076532077190638,102.0,0.9908306128308763,3.2462242261056846,0.522397622246153,12.3,1
2501,7.262549429428034,0.2537450570571965,0.3688043723708381,1.9123517117158961,0.035501977177121384,51.250988588560695,162.37846005996244,0.991025098858856,3.304980228228786,0.40498022822878615,12.162549429428035,1
2502,6.590652129051125,0.2895465953868536,0.2902267023065732,3.125776589780894,0.035325776589780894,46.674223410219106,136.88385105985392,0.9907131429750656,3.2411614894014606,0.41883851059853927,11.981304258102249,1
2503,6.86022235529171,0.2601903168669397,0.3302694560880246,5.763708308382804,0.03969888822354145,25.150555888229274,98.42472205588537,0.9916548332335312,3.0574166167656087,0.47532504491095207,12.28763897205732,1
2504,5.367685304984779,0.298066134143292,0.19480958542074311,4.393386585670795,0.028903306707164605,37.0,100.38677317134159,0.9906073295550474,3.298066134143292,0.37450399392530964,11.8,1
2505,5.108168357156342,0.3328589250047197,0.26918316428436584,6.585642999811213,0.022367576072035385,44.04084178578171,129.0408417857817,0.9921491457391853,3.3579579107109145,0.3977599392985248,11.030631339336281,1
2506,5.007691951295323,0.17798815197289708,0.299171564734953,2.7322488085691616,0.03015976303945794,22.479289118373824,111.0,0.9901137279586927,3.3240829361897206,0.33360947842168237,11.379881519728972,1
2507,7.376149438403222,0.3593582397338703,0.29206417602661294,5.601819849048411,0.022032088013306486,37.7935823973387,113.0,0.9904932518910073,3.0614224157604832,0.4593582397338703,12.855507678137092,1
2508,6.718603367923466,0.23911620207540796,0.3099072590568375,9.068139663207655,0.04081396632076534,36.27441347169386,127.63720673584693,0.993476650290188,3.16116202075408,0.32548826943387726,11.19116202075408,1
2509,6.691787344607075,0.3389010113116393,0.34835746892141506,2.497222768509318,0.054150962145800695,18.52053163848231,139.64372146937617,0.9914570283727157,3.22671493784283,0.40712557061247634,11.2328506215717,1
2510,7.258411741494044,0.2311494168713104,0.3128317651701191,1.6,0.037433646965976175,34.0,115.43364696597618,0.9910527482111537,3.233009408979285,0.4069905910207148,11.830094089792853,1
2511,5.894152016390924,0.503839010896951,0.22104230790711418,2.7,0.03745338828350272,34.290677656700545,128.0,0.9888623047629685,3.162211904628929,0.5009322343299456,13.287203297010162,1
2512,6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.99216,3.18,0.4,11.0,1
2513,5.778444062520484,0.3350891562356612,0.2735332187561452,4.429335624877096,0.03221555937479516,46.64667812438548,114.56888125040967,0.989503111874959,3.181555937479516,0.5721555937479516,13.021555937479516,1
2514,7.442728359662741,0.19970767575042056,0.4004384863743692,1.4800974414165264,0.03519902558583474,42.19902558583473,119.80097441416527,0.9921233130081619,3.279902558583473,0.3860682089915686,10.898538378752102,1
2515,5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,3.44,0.73,12.2,1
2516,6.074834101864811,0.30550995388811136,0.3059867281491849,3.0047677426107353,0.03192184793543141,29.85033179627038,120.14966820372962,0.9902936814755805,3.394794792496501,0.48425165898135186,12.48264930832167,1
2517,7.870398704439534,0.1933672609494503,0.36693808759560254,2.2296012955604656,0.038346904379780125,33.673452189890064,125.0,0.992367345218989,3.1033672609494505,0.49,11.20101782848351,1
2518,6.744140545893448,0.27496107198113956,0.3023437816426211,9.35312436714758,0.03508983821254131,29.0,113.0,0.9928422639004771,3.1211718908213104,0.5617189082131054,12.017189082131054,1
2519,7.210538337537227,0.29537726075989845,0.3194969856534688,1.7537726075989843,0.026205986244678518,31.743712320668358,118.25628767933163,0.9898667782118082,3.1409582236324023,0.40819164472648045,12.330658911398476,1
2520,6.947138529213287,0.28942770584265737,0.3058753786938374,7.435692646066434,0.03946969154635053,46.64646103090035,167.94107683848338,0.9946117846323034,3.2799830625421764,0.5617507573876748,10.641246213061626,1
2521,6.321069652183875,0.15630472608048135,0.2978930347816125,1.3894112753257923,0.03684170811570959,43.21069652183875,140.52620231877415,0.9909201077971646,3.2068341623141916,0.5210588724674208,11.226202318774167,1
2522,6.696415207616859,0.2126885942873558,0.3603584792383141,8.579574537160914,0.02014339169532564,20.0,85.92830415233718,0.9914829426712521,3.1883868434275864,0.2237640320022981,13.376698849509584,1
2523,6.5951986853652675,0.30531456742172847,0.2908112595469629,3.0498343933823886,0.03587086089895638,46.12913910104362,136.87086089895638,0.9907576489820921,3.246937086515654,0.4130629134843457,11.990397370730534,1
2524,6.511774578350015,0.16117745783500148,0.3804394487887474,1.4441127108249925,0.03892619909537459,22.72056355412496,87.0,0.9897619154668813,3.101616906623749,0.504709831340006,12.227943644587503,1
2525,6.255737356955862,0.2859836378739724,0.3184426264304414,2.44917977112938,0.03872951550392689,40.84426264304414,142.0,0.9899295892487939,3.2881967700261794,0.4322131321522069,12.40409902178386,1
2526,6.398837454059751,0.2318281313805901,0.3498449938746335,1.1840437780745965,0.029992249693731675,14.334625051044721,70.66537494895528,0.9893943925418567,3.3300775030626832,0.3866925010208944,12.631912443850807,1
2527,5.58093909504786,0.41174957465390405,0.20629216290377864,2.592556425408063,0.0284125212673048,29.402086877884134,130.0,0.9899863686063985,3.3819582624423177,0.6815408868654907,13.018017466010074,1
2528,8.52745802666684,0.17519612876190602,0.365099347809556,1.5960774247618799,0.03523535451428721,39.0,129.0392257523812,0.9936449109196193,3.198527750857102,0.451569030095248,10.23234841142846,1
2529,6.6,0.22490884076005344,0.32,0.9339410615996437,0.04066058938400356,25.0,78.83029469200179,0.9926,3.39,0.54,10.2,1
2530,6.1441036565447,0.19131676732993852,0.2726493905758833,2.4926493905758833,0.028441036565447005,22.220518282723503,98.0,0.99063767317445,3.154119512460707,0.3751454265968817,11.210259141361751,1
2531,7.40174648867408,0.3452450686801635,0.4459436641497956,4.126225343400818,0.04179718320748978,27.440563358502043,131.66084503775306,0.9910590197252793,3.1262591526427146,0.6237408473572854,12.844056335850205,1
2532,6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,0.81,11.9,1
2533,7.489935108831188,0.3168452300476156,0.3142965616710064,2.5798702176623753,0.028033549637229375,27.48322518138531,87.0,0.9910731602902165,3.1695292010259655,0.4595292010259655,11.971807264199093,1
2534,6.8,0.21249293396836527,0.31548445473040365,2.840169584759233,0.046149576038101915,40.049858679367304,121.0498586793673,0.9913847597549243,3.0899434717469223,0.6415240245075581,10.880056528253078,1
2535,7.242144155862708,0.2342144155862708,0.35207025972356293,2.3842883117254154,0.03679297402764371,29.842883117254157,102.84288311725416,0.9909264324675882,3.1714972726883133,0.5484288311725416,11.878558441372922,1
2536,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1
2537,7.509415735714923,0.4,0.2747646066071269,5.452921321425382,0.035429381982138075,26.523539339287307,95.95292132142538,0.9916213556216076,3.1861769669643656,0.585235393392873,12.442938198213808,1
2538,6.5388076987502215,0.2552980753124447,0.28164230962506637,2.7488749790617812,0.036305961506248895,30.652980753124446,95.34701924687555,0.9902112038828762,2.986754811718888,0.6183576903749337,11.975365355624005,1
2539,7.72809415360993,0.3490635282130023,0.49,8.682776512544919,0.033,41.7190584639007,185.43811692780142,0.9931468235893499,3.1390635282130024,0.38,12.390635282130024,1
2540,6.733967913893521,0.4749732615779344,0.33679358277870425,3.5578823509429114,0.03488042781475305,26.0,108.55978609262347,0.9907320641722129,3.2732064172212954,0.534782887409878,12.45788235094291,1
2541,5.422790128571779,0.42809381999951,0.19899877642932395,2.003141953569941,0.026911605142871144,29.0,129.8860493571411,0.9895653246992863,3.403674077143067,0.7506283907139882,13.24046909999755,1
2542,6.9,0.15,0.29,2.3,0.033,14.0,82.0,0.99132,3.1,0.58,11.2,1
2543,5.714430241495309,0.18379001420560642,0.3576530099439245,1.5765300994392448,0.038772599147663615,40.53790014205607,98.0,0.9899075800284112,3.2962829673271052,0.5270409701682266,11.853790014205607,1
2544,7.179972518446259,0.23867857533995454,0.38265659009696157,14.156607123300226,0.05733241728154196,49.133516543691606,191.79972518446257,0.9978946593382524,2.9813351654369162,0.4880109926214965,9.033379135922901,1
2545,7.359058125025898,0.21826813750362573,0.2959058125025898,1.6,0.03329130249968923,29.35434875015539,118.0,0.9915110139999171,3.264565124984461,0.4858260499937845,11.129927875056975,1
2546,6.215987837394739,0.4465696910563912,0.33331393821127825,3.8834303089436086,0.032331393821127825,26.417151544718045,108.58284845528196,0.9904790260520318,3.2766860617887215,0.5115987837394738,12.491424227640977,1
2547,7.089551994916327,0.3573879987290819,0.2820896010167345,2.35820797966531,0.036,34.947759974581636,114.94775997458164,0.9894289568335523,3.19,0.4405224002541836,13.390295946621439,1
2548,5.710701392125659,0.40512091002629375,0.2769044753805702,6.382738811548575,0.03317261188451426,19.482164346457235,102.17261188451425,0.9900631289030964,3.2079171680840024,0.3131529711285638,13.054776230971491,1
2549,6.188323424747196,0.249797066964107,0.3819793896688525,1.4568529528058671,0.0350608799107679,30.568529528058672,114.0,0.9903311644872497,3.1474118112234684,0.5223353150505609,11.766500197699742,1
2550,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,1
2551,6.7862230654904785,0.23482832115865807,0.33,1.9585839420670959,0.03531030073048052,47.206867153653675,135.68969926951948,0.9901106739272048,3.249656642317316,0.4020686715365368,12.46553635012511,1
2552,5.9990935290678635,0.29968067662043085,0.2957272352990305,5.7640914705145425,0.04028182941029085,24.0,98.42727647009694,0.992,3.4075442942699463,0.48608982367188514,12.171817058970916,1
2553,6.35212725706034,0.18835696952289266,0.36271879240479055,1.37535454284339,0.0390141817137356,30.671393904578533,131.5070908568678,0.9918122448074027,3.38464545715661,0.549858182862644,10.99716365725288,1
2554,6.612023192881141,0.4887976807118859,0.2480057982202853,3.8386125499440036,0.03693352660734284,35.0,130.4398840355943,0.9900879768071188,3.2245259889209716,0.5275953614237718,13.093352660734284,1
2555,6.884015309255467,0.22583053147199436,0.45987481226092913,5.4705343732923515,0.026448243787568278,21.42946562670765,84.85893125341529,0.991495647400666,3.1786519064036884,0.4773038128073768,12.41535875204918,1
2556,6.578803264363164,0.20434753716351045,0.5872819586178984,1.1,0.128499667738037,61.14131157091224,144.14131157091225,0.9925558621976696,3.1207065578545614,0.41331640920051943,9.434245992366627,1
2557,6.798290789817306,0.3360341842036539,0.2637948947780768,3.3,0.034,29.396581579634613,100.18974473890384,0.9906629576058749,3.0920683684073076,0.36430765783288477,12.3,1
2558,8.352910980026675,0.2866019782216294,0.35038813067022334,9.354851633377791,0.03583009891108147,28.0,119.01940653351116,0.9955888318511614,3.0007762613404467,0.41019406533511166,10.815049455540736,1
2559,6.9907000005368705,0.32371999978525173,0.29557999967787757,7.692999994631293,0.026208999930206815,35.185999989262584,124.0929999946313,0.9916181400001073,3.136050000805306,0.6193100017716733,12.762800002147483,1
2560,6.766366474813907,0.22006754316687102,0.31659161870347663,6.1984239927730105,0.03965465899255627,52.0022514388957,126.0022514388957,0.992444745438809,3.1233858669075665,0.44,11.20112571944785,1
2561,6.293959344421695,0.15975777043955577,0.32818780332650827,1.4235645901285123,0.041054426233935945,21.52870819742975,68.0,0.9901941985572956,3.171208131115661,0.5011782295064257,11.664653114807232,1
2562,6.515524016794084,0.29086681175585943,0.3275807865647321,4.305043680912386,0.05260283848853236,21.534279496177454,129.84475983205914,0.9915558711952626,3.206209606717634,0.463104803358817,12.15524016794085,1
2563,7.357158764777058,0.2742896911942645,0.2685682470445884,5.35019486851896,0.03314261852834413,28.0,141.0,0.9936236100045843,3.1742841235222943,0.4478495867308975,10.385738147165586,1
2564,7.932252024656886,0.39638677464836725,0.3354198380274491,7.7,0.03345801619725509,27.180661267581637,97.9548346831046,0.993402442915506,3.180903306337908,0.4230979418996687,12.222582658447704,1
2565,6.796368008019931,0.21218186675577702,0.3747269327095609,2.32181866755777,0.04187274670231081,30.563626648844597,101.5636266488446,0.9920223594590032,3.189453865419122,0.584363733511554,10.98727467023108,1
2566,7.122712385766178,0.19605349345564235,0.2487564509758049,1.3562177451209754,0.04335147876008128,20.854059150403252,106.58376339838699,0.9930798640330727,3.493730647072585,0.6020553791048453,10.835663954072523,1
2567,7.040141381283343,0.24732390791444384,0.42591517122999445,2.3401413812833427,0.04366195395722191,39.866195395722194,118.26760920855561,0.9907390154071656,3.143943447486663,0.4947185064705589,11.819717237433315,1
2568,6.912792061917425,0.21468019845206437,0.2942589085136459,2.8786287755493363,0.03653198015479356,28.23400992260322,141.2340099226032,0.9932808119071238,3.237441587616515,0.5138376185752274,10.023400992260322,1
2569,6.627606768276538,0.1615292966010576,0.34014895818723073,4.39026821419115,0.049813307229573056,53.49255209063846,143.49255209063847,0.9924587190043169,3.176345574048962,0.5079841141084999,11.024627604531924,1
2570,7.010552907367934,0.22829146805259506,0.3838191134209918,14.77889418526413,0.049683412778961974,58.447235463160325,179.10552907367935,0.9993105529073679,3.3478894185264134,0.8006532412106114,9.389447092632066,1
2571,6.621870838539605,0.19781291614603944,0.32,1.6686418020297498,0.039437416770792114,25.218708385396056,77.56258322920789,0.9924097237047055,3.2828328911559317,0.5465612515618817,10.265612515618816,1
2572,7.883254029201128,0.3056137119191732,0.34995241752067646,13.276878997612776,0.038941007932048854,43.443387056015034,164.55661294398496,0.9981596572020207,3.1749762087603384,0.5888201586409771,9.650713737189854,1
2573,6.9264935364604785,0.2905974145841913,0.30264935364604784,7.796622807250914,0.02732467682302391,37.26493536460478,113.52987072920956,0.9916443379500206,3.0933247921958653,0.4329870729209564,12.273506463539523,1
2574,5.612200538296298,0.19244010765925956,0.26024401076592596,1.4073203229777786,0.029853593540444427,12.024401076592596,76.0,0.9904707187080889,3.249023956936296,0.37341615072296336,10.941481830207413,1
2575,7.315385891764454,0.2891538589176445,0.48223103727053523,1.7830771783528907,0.04284614108235547,34.91538589176445,127.0,0.9936323087134116,3.4525384232470664,0.5050768464941328,10.225384232470663,1
2576,6.150997849706302,0.29931505378200124,0.3211780645384015,7.331389247545158,0.03501956989194282,46.0,150.19608602161145,0.9929135264515716,3.320782795677713,0.4066653763260559,11.172563441061728,1
2577,5.409813459399168,0.44992451185077564,0.2696225592538782,6.384147488662883,0.03299245118507756,19.992451185077563,101.9773535552327,0.9894453596585949,3.220301952596898,0.27196269187983363,13.395470711046539,1
2578,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,1
2579,6.311120485762826,0.11000843718654399,0.24278012144070665,5.81651198491336,0.03894439757118587,25.055602428814133,107.0,0.9948925945033368,3.574987344220184,0.48555180569486933,10.561162671695547,1
2580,6.649873965029673,0.19753150874258163,0.5650882244792286,1.5363971940096421,0.1252745768192137,60.750630174851636,144.0,0.9930615862464651,3.173614512406899,0.3962342456287092,9.31246849125742,1
2581,6.247590325573924,0.2017268837159495,0.2879317209289874,4.573092465136202,0.03541365581420253,39.158634418579744,132.52409674426076,0.9927034139535507,3.389377525584633,0.4488955906994177,11.101405395301521,1
2582,7.100750200892665,0.3195123694197677,0.3397374296875672,14.497749397322005,0.03906751808033986,45.996248995536675,150.01875502231664,0.9950115155837024,3.3783495580361365,0.4996624095983007,12.486121283485694,1
2583,6.6927398693390465,0.23903198257853958,0.3268280029035768,7.186689760454919,0.03268280029035767,30.341400145178838,114.0,0.9922866983005202,3.1882800290357673,0.6195159912892698,11.895289615276083,1
2584,6.880549106609058,0.31322196426436233,0.3538604017269964,5.360949328462156,0.03758054910660906,32.0,138.8389017867819,0.9909513727665227,3.088723125074732,0.3251670536034565,12.277505804051849,1
2585,5.975499191093758,0.23256418171205462,0.307464343493303,2.201711512321457,0.04324500808906242,37.74928686986606,95.50142626026788,0.9896605705041072,3.222478606095982,0.8547575357544602,12.45014262602679,1
2586,6.707806711374062,0.24730483221564845,0.2980855033530546,1.153903355687031,0.05964497986851021,39.0,123.73048322156484,0.9915617100670611,3.2941821476660236,0.5368773154503752,11.05390335568703,1
2587,5.824770692703068,0.24963310832490876,0.3150458614593864,1.5752293072969321,0.042027516875631846,37.25687921890796,95.0,0.9895590827708123,3.2622019005139884,0.8458713677283417,12.300917229187728,1
2588,6.73718350485791,0.2647042347274903,0.3294084694549805,1.1509858842416991,0.032078870739335935,42.0,106.01971768483398,0.9901667600321089,3.168450594845947,0.47667600321088865,11.584225852132814,1
2589,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,1
2590,7.263688789652689,0.2072787188174502,0.3463688789652689,2.636311210347311,0.03309180782261753,49.09098398521813,151.09098398521812,0.9903093455497416,3.186385355713257,0.3990983985218127,12.518032029563745,1
2591,6.456462817333006,0.2156462817333006,0.27564628173330064,4.367516513167362,0.04078231408666503,106.82652887000245,172.30272747665768,0.9924318702314341,3.0582652887000243,0.6874148730667975,10.93469422599951,1
2592,7.008459330484237,0.15394397565397225,0.2969019573944514,2.250700304325347,0.03467618965293821,14.197198782698612,82.1971987826986,0.9915448066122764,3.1049299695674653,0.5671820791245902,11.061960852110971,1
2593,6.156869775869984,0.6694265293269662,0.07685184740152493,3.329390672390048,0.04164695336195024,16.9217443967496,119.13739551739968,0.9904368339189331,3.240973712923515,0.8321744396749597,13.290262870764847,1
2594,5.960543629390967,0.3164774186225072,0.2962779481515576,5.7558307777266355,0.04011661555453272,24.0,98.37220518484423,0.992,3.424616392698286,0.5020604963951708,12.188338444546728,1
2595,6.74996677504132,0.14668438664462966,0.31500332249586804,4.9331561335537035,0.044166112917355324,29.0,120.16677741652893,0.9936846577829256,3.3883189358512387,0.4633355483305787,10.183588058016552,1
2596,8.361771647197394,0.27798156738534796,0.3671254475891738,5.700921630732603,0.0361590372716565,31.755350748726087,148.48929850254783,0.9947561474609172,3.1426605224617825,0.5209482828694344,11.108561197961741,1
2597,6.471870545922879,0.08964438425501275,0.3320092467197943,2.014527063028276,0.028200924671979433,23.0,93.04018493439588,0.991,3.343214794751671,0.6887482183691518,11.991963013120822,1
2598,6.240584174511887,0.29207788993491823,0.29,2.298052751627044,0.0466136307386107,33.792211006508175,142.3961055032541,0.9895362336698047,3.22,0.44613630738610693,12.880194724837295,1
2599,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
2600,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1
2601,7.050345790852168,0.37544952810781873,0.33027663268173457,2.054495281078187,0.039013831634086726,34.006915817043364,128.0,0.9896,3.0948271045739157,0.39524205359651776,12.854495281078187,1
2602,7.122580485401855,0.4319356116785162,0.2196775631383307,2.541936602187017,0.037516146605795976,24.67741456205564,87.0,0.9889993521547512,3.021289747446677,0.42741901934389503,13.219356116785162,1
2603,6.346977756151182,0.29234888780755913,0.2823488878075592,4.429877902130698,0.0565336678020629,28.234888780755913,81.23488878075591,0.9901615189802613,3.2223833414433067,0.5365111219244085,12.711744439037796,1
2604,6.972854840179729,0.27164327930038296,0.33321371004493233,2.6785752663671176,0.033378575266367116,29.0,100.86427420089865,0.9906144981194801,3.199427957381261,0.48699946270860356,12.3,1
